	Spreadsheet of C. elegans cells compiled and maintained by the OpenWorm project (http://openworm.org), originally sourced from WormBase (http://wormbase.org) and WormAtlas (http://wormatlas.org).  For more info, please email at info@openworm.org																	
Cell	Lineage Name	Description	Total count of identified adult-only hermaphrodite cells	Total count of adult-only male cells	Neurons (no male-specific cells)	Neurons (male-specific)	Body wall muscles	Pharynx muscles	Other muscles	Other adult-only cells in the hermaphrodite	Other adult-only hermaphrodite-specific cells (not present in males)	Motor neurons related to body wall muscles	Embryonic cells not present in adult	Male-specific cells	Male-specific adult-only cells	Cells with non-unique name	Cells needing name resolution	VirtualWorm blender model names
			954	1133	302	70	95	37	20	500	212	125	88	341	321	715	496	
http://wormbase.org/db/ontology/anatomy?name=ab	P0.a	Embryonic founder cell											1					
http://wormbase.org/db/ontology/anatomy?name=ADAL	AB.plapaaaapp	Ring interneurons			1													
http://wormbase.org/db/ontology/anatomy?name=ADAR	AB.prapaaaapp	Ring interneurons			1													
http://wormbase.org/db/ontology/anatomy?name=ADEL	AB.plapaaaapa	Anterior deirid, sensory neuron, dopaminergic			1													
http://wormbase.org/db/ontology/anatomy?name=ADER	AB.prapaaaapa	Anterior deirid, sensory neuron, dopaminergic			1													
http://wormbase.org/db/ontology/anatomy?name=ADEshL	AB.arppaaaa	Anterior deirid sheath								1								
http://wormbase.org/db/ontology/anatomy?name=ADEshR	AB.arpppaaa	Anterior deirid sheath								1								
ADEsoL	H2L.aa	Anterior deirid socket								1								
ADEsoR	H2R.aa	Anterior deirid socket								1								
http://wormbase.org/db/ontology/anatomy?name=ADFL	AB.alpppppaa	Amphid neuron, prob. chemosensory			1													
http://wormbase.org/db/ontology/anatomy?name=ADFR	AB.praaappaa	Amphid neuron, prob. chemosensory			1													
http://wormbase.org/db/ontology/anatomy?name=ADLL	AB.alppppaad	Amphid neuron, prob. chemosensory			1													
http://wormbase.org/db/ontology/anatomy?name=ADLR	AB.praaapaad	Amphid neuron, prob. chemosensory			1													
http://wormbase.org/db/ontology/anatomy?name=AFDL	AB.alpppapav	Amphid finger cell, neuron associated with amphid sheath			1													
http://wormbase.org/db/ontology/anatomy?name=AFDR	AB.praaaapav	Amphid finger cell, neuron associated with amphid sheath			1													
http://wormbase.org/db/ontology/anatomy?name=AIAL	AB.plppaappa	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIAR	AB.prppaappa	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIBL	AB.plaapappa	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIBR	AB.praapappa	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIML	AB.plpaapppa	Ring interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIMR	AB.prpaapppa	Ring interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AINL	AB.alaaaalal	Ring interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AINR	AB.alaapaaar	Ring interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIYL	AB.plpapaaap	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIYR	AB.prpapaaap	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIZL	AB.plapaaapav	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AIZR	AB.prapaaapav	Amphid interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=ALA	AB.alapppaaa	Neuron, sends processes laterally and along dorsal cord			1													
http://wormbase.org/db/ontology/anatomy?name=ALML	AB.arppaappa	Anterior lateral microtubule cell, touch receptor			1													
http://wormbase.org/db/ontology/anatomy?name=ALMR	AB.arpppappa	Anterior lateral microtubule cell, touch receptor			1													
http://wormbase.org/db/ontology/anatomy?name=ALNL	AB.plapappppap	Neuron associated with ALM			1													
http://wormbase.org/db/ontology/anatomy?name=ALNR	AB.prapappppap	Neuron associated with ALM			1													
http://wormbase.org/db/ontology/anatomy?name=AMshL	AB.plaapaap	Amphid sheath								1								
http://wormbase.org/db/ontology/anatomy?name=AMshR	AB.praapaap	Amphid sheath								1								
http://wormbase.org/db/ontology/anatomy?name=AMsoL	AB.plpaapapa	Amphid socket								1								
http://wormbase.org/db/ontology/anatomy?name=AMsoR	AB.prpaapapa	Amphid sheath								1								
http://wormbase.org/db/ontology/anatomy?name=AQR	QR.ap	Neuron, basal body. not part of a sensillum, projects into ring			1													
http://wormbase.org/db/ontology/anatomy?name=AS1	P1.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS2	P2.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS3	P3.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS4	P4.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS5	P5.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS6	P6.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS7	P7.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS8	P8.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS9	P9.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS10	P10.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=AS11	P11.apa	Ventral cord motor neuron, innervates dorsal muscles, no ventral counterpart			1							1						
http://wormbase.org/db/ontology/anatomy?name=ASEL	AB.alppppppaa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASER	AB.praaapppaa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASGL	AB.plaapapap	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASGR	AB.praapapap	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASHL	AB.plpaappaa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASHR	AB.prpaappaa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASIL	AB.plaapapppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASIR	AB.praapapppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASJL	AB.alpppppppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASJR	AB.praaappppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASKL	AB.alpppapppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=ASKR	AB.praaaapppa	Amphid neurons, single ciliated endngs, probably chemo-sensory; project into ring via commissure from ventral ganglion, make diverse synaptie connections in ring neuropil			1													
http://wormbase.org/db/ontology/anatomy?name=AUAL	AB.alpppppppp	Neuron, process runs with amphid processes but lacks cillialted ending			1													
http://wormbase.org/db/ontology/anatomy?name=AUAR	AB.praaappppp	Neuron, process runs with amphid processes but lacks cillialted ending			1													
http://wormbase.org/db/ontology/anatomy?name=AVAL	AB.alppaaapa	Ventral cord interneuron, synapses onto VA, DA, and AS motor neurons; formerly called alpha			1													
http://wormbase.org/db/ontology/anatomy?name=AVAR	AB.alaappapa	Ventral cord interneuron, synapses onto VA, DA, and AS motor neurons; formerly called alpha			1													
http://wormbase.org/db/ontology/anatomy?name=AVBL	AB.plpaapaap	Ventral cord interneuron, synapsesonto VB and DB motor neurons; formerly called beta			1													
http://wormbase.org/db/ontology/anatomy?name=AVBR	AB.prpaapaap	Ventral cord interneuron, synapsesonto VB and DB motor neurons; formerly called beta			1													
http://wormbase.org/db/ontology/anatomy?name=AVDL	AB.alaaapalr	Ventral cord interneuron, synapses onto VA, DA, AS motorneurons; formerly called delta			1													
http://wormbase.org/db/ontology/anatomy?name=AVDR	AB.alaaapprl	Ventral cord interneuron, synapses onto VA, DA, AS motorneurons; formerly called delta			1													
http://wormbase.org/db/ontology/anatomy?name=AVEL	AB.alpppaaaa	Ventral cord interneuron, like AVD but outputs restrict-ed to anterior cord			1													
http://wormbase.org/db/ontology/anatomy?name=AVER	AB.praaaaaaa	Ventral cord interneuron, like AVD but outputs restrict-ed to anterior cord			1													
http://wormbase.org/db/ontology/anatomy?name=WBbt%3A0003852	P1.aaaa	Interneuron, processes in ventral cord and ring, few synapses			1											1	1	avfr
http://wormbase.org/db/ontology/anatomy?name=WBbt%3A0003851	W.aaa	Interneuron, processes in ventral cord and ring, few synapses			1											1	1	avfr
http://wormbase.org/db/ontology/anatomy?name=AVG	AB.prpapppap	Ventral cord interneuron, few synapses			1													
http://wormbase.org/db/ontology/anatomy?name=AVHL	AB.alapaaaaa	Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring			1													
http://wormbase.org/db/ontology/anatomy?name=AVHR	AB.alappapaa	Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring			1													
http://wormbase.org/db/ontology/anatomy?name=AVJL	AB.alapapppa	Neuron, synapses like AVHL/R			1													
http://wormbase.org/db/ontology/anatomy?name=AVJR	AB.alapppppa	Neuron, synapses like AVHL/R			1													
http://wormbase.org/db/ontology/anatomy?name=AVKL	AB.plpapapap	Ring and ventral cord interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AVKR	AB.prpapapap	Ring and ventral cord interneuron			1													
http://wormbase.org/db/ontology/anatomy?name=AVL	AB.prpappaap	Ring and ventral cord interneuron, few synapses			1													
http://wormbase.org/db/ontology/anatomy?name=AVM	QR.paa	Anterior ventral microtubule cell, touch receptor								1								
http://wormbase.org/db/ontology/anatomy?name=AWAL	AB.plaapapaa	Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath			1													
